"COD","Società"
"MI861","POLISPORTIVA LOSA S.S.D.R.L."
"MI867","POLISPORTIVA SANT'ADELE"
"MI870","STAR RUN"
"MI877","ATLETICA SEGRATE"
"MI880","TIME FOR RUN"
"MI881","ASD ORTICA TEAM MILANO"
"MI884","CORRERE OLTRE ASD"
"MI892","TRM TEAM"
"MI895","ASD TAPASCIONE RUNNING TEAM"
"MI903","FORTI E LIBERI MONZA 1878 ASD"
"MI911","BRONTOLO BIKE ASD"
"MI913","NAVIGLIO RUNNING TEAM ASD"
"MI922","ATLETICA DESIO ASD"
"MI934","POL. UNICREDIT"
"MI937","TRACK & FIELD ACADEMY A.S.D."
"MI938","STRAMILANO RUNNING CLUB SSD"
"MI939","RAPTORS MILANO SRL SSD"
"MI940","SSD LEONE XIII SPORT SRL"
"MI945","ATLETICA BIENATE MAGNAGO 1980"
"MI958","TOP TRAINING ASD"
"MI963","OPERA RUNNERS A.S.D."
"MI964","SPORT CLUB 12 SRL SPORTIVA DIL"
"MI968","RUNAWAY MILANO A.S.D."
"MI971","OLIMPIA SPORT ASD"
"MI972","ASD SAN MASSIMILIANO KOLBE"
"MI978","POL. SAN LUIGI CODOGNO ASD"
"MI983","ADDA RUNNING TEAM"
"MI986","ATLETICA PIEVESE ASD"
"MI994","POLISPORTIVA MOVING S.S.D. ARL"
"MI996","A.S.D. NEWERA"
"MI999","MILAN ATHLETIC TEAM A.S.D."
"MN010","SPARTACUS ASD"
"MN013","XC TEAM ASD"
"MN043","ASD LIB. MANTOVA MASCH-FEMM."
"MN084","S.S.D.A.SCHIANTARELLI ASOLA SR"
"MN257","LIB. MANTOVA F.LE"
"MN313","LIBERTAS MANTOVA"
"MN345","G.S. CARLO BUTTARELLI"
"MN389","ATL. VIADANA"
"MN406","ATL. RIGOLETTO"
"MN440","ATL. BANCOLE"
"MN470","G.P. VIRGILIANO"
"MN491","G.P. AVIS POL. MALAVICINA"
"MN493","G.P. AVIS SUZZARA"
"MN631","G.P. ARCI GOODWIN"
"MN641","POLISPORTIVA S.PIO X"
"MN663","CUS ATLETICA MANTOVA"
"MN709","CANOTTIERI MINCIO GRUPPI SPORT"
"MN718","ATLETICA I GONZAGA 2011"
"MN866","GRUPPO SAN PIO X"
"MN936","HIGH FIVE S.S.D. A R.L."
"MO052","ASD LA FRATELLANZA 1874"
"MO054","MOLLIFICIO MODENESE CITTADELLA"
"MO055","CLUB ATL. FEMMINILE CARPI"
"MO056","POLISPORTIVA SPILAMBERTESE"
"MO057","S.G.LA PATRIA 1879 CARPI"
"MO058","POL. OLIMPIA VIGNOLA"
"MO059","ATL. R.C.M. CASINALBO"
"MO060","POL. CASTELFRANCO EMILIA"
"MO066","POL. UNIONE 90"
"MO113","POD. FORMIGINESE"
"MO115","ASD MARATONETI MIRANDOLESI"
"MO119","CIRC.RICREATIVO CITTANOVA"
"MO128","POD. FINALE EMILIA"
"MO201","G.P. LA GUGLIA"
"MO203","ATL. CIBENO"
"MO215","SIRIO ATL. NONANTOLA"
"MO248","POL. MADONNINA"
"MO266","A.S. LA PRIMAVERA ATLETICA"
"MO403","DELTA ATL. SASSUOLO"
"MO409","A.S. ATL. ZOCCA"
"MO419","POL. NONANTOLA"
"MO426","IL CORSO DI CORSA"
"MO435","CASA MODENA ATLETICA"
"MO446","ATL. FRIGNANO - POL. PAVULLESE"
"MO459","ATLETICA MDS PANARIAGROUP ASD"
"MO475","PICO RUNNERS"
"MO497","MODENA ATLETICA  ASD"
"MO538","TEAM MUD & SNOW ASD"
"MO546","ASD 3'.30'' TEAM"
"MO562","G.P. LA GUGLIA SASSUOLO S.S.D."
"MO572","A.S. DILETTANTISTICA SESSANTAL"
"MO578","MODENA RUNNERS CLUB ASD"
"MO580","ATLETICA FRIGNANO PAVULLO ASD"
"MO587","LA BOTTEGA CASINALBO ASD"
"MO590","ASD ESERCITO ACCADEMIAMILITARE"
"MO600","ATLETICA DK ASD"
"MS064","ATLETICA MASSA CARRARA"
"MS088","POL. PONTREMOLESE"
"MS090","JAKY-TECH APUANA"
"MS094","ATL.UISP MARINA DI CARRARA"
"MS319","AMATORI ATLETICA CARRARA"
"MS329","ASC ATLETICA APUANA GIOVANILE"
"MS358","ATLETICA LUNIGIANA"
"MS398","WORLD RUNNING ACADEMY"
"MS399","ATLETICA STRACARRARA"
"MS405","ASD DIV.A"
"MS424","ASD ATLETICA ALTA TOSCANA"
"MS449","ASD A.FA.P.H."
"MS506","ATHLETIC TEAM MASSA CARRARA"
"MS515","ASD LA FENICE"
"MS521","ASD GAS RUNNERS MASSA"
"MS525","ASD G.S. POLIZIA LOCALE MASSA"
"MT012","G.S. DUE SASSI MATERA"
"MT022","G.S. MATERA"
"MT023","POL. ROCCO SCOTELLARO MT"
"MT025","ATLETICA MATERANA MT"
"MT054","ATLETICA AMATORI MT"
"MT073","G.S. ATHLOS MATERA"
"MT074","CLUB BASILICATA MATERA"
"MT087","EUROATLETICA 96 BASILICATA"
"MT088","ECOSPORTMONTE"
"MT093","MARATHON CLUB GRASSANO"
"MT097","WILMA RUDOLPH MT"
"MT115","CIRCOLO TENNIS PISTICCI SEZ. A"
"MT525","ATL. AMATORI IRSINESE"
"MT536","TEAM SPORT MATERA"
"MT544","A.S. POD. AMATORI POLICORO"
"MT546","ATLETICA AMATORI TURSI"
"MT557","A.S.D. PODISTICA FERRANDINA"
"MT564","LUCANI FREE RUNNERS"
"MT567","RUNNING MATERA"
"MT568","ATLETICA GRASSANO"
"MT569","NOVA SIRI MARATHON"
"MT570","BERNALDA RUNNER'S"
"MT572","ASD NEOS MATERA"
"MT573","ASD POLISPORTIVA RE-CYCLING"
"MT574","A.S.D. 'I BITLOSSI-MONTERUN'"
"NA008","ASD MARATHON CLUB FRATTESE"
"NA014","A.S.D. AGG. HINNA"
"NA018","A.S.D. ' LA CORSA'"
"NA019","A.S.D.  ATL. MARANO"
"NA020","A.S.D. PODISTICA CASORIA"
"NA026","A.S.D. ATLETICA CAIVANO"
"NA030","A.S.D. POL. PISCINOLA"
"NA032","ASD NAPOLI SPORT EVENTS"
"NA033","ASD INTERNATIONAL SECURITY S."
"NA036","A.S.D. ATL. OTTAVIANO"
"NA039","HINNA NEAPOLIS"
"NA046","A.S.D. ANTONIANA RUNNERS CLUB"
"NA050","A.S.D. NAPOLI NORD MARATHON"
"NA061","A.S.D. C.U.S. NAPOLI"
"NA062","S.S.D. CENTRO ESTER NAPOLI ARL"
"NA063","A.S.D. ARCHEOATLETICA VESUVIO"
"NA064","A.P.D. AMATORI ATLETICA NAPOLI"
"NA068","A.S.D. HINNA MAC 82 - VV.UU."
"NA069","A.P.D. PARTENOPE ATL. LEGG."
"NA072","A.S.D. CLUB ATL. NAPOLI"
"NA073","ASD CSAL FLORENTIA"
"NA077","A.P.D. GAUDIUM NAPOLI"
"NA078","ASD A.S.A. DETUR NAPOLI"
"NA079","A.S.D.HINNA POL. ANNUNZIATELLA"
"NA080","A.S.D. NAPOLI ROAD RUNNERS"
"NA086","ASD C.R.A.L. NAPOLI"
"NA087","A.P.D. ATL. TORRE DEL GRECO"
"NA102","A.S.D. HINNA ATL. S.ANTIMO"
"NA111","A.S.D. PAENINSULA"
"NA141","A.S. METATLETIC"
"NA143","A.S.D.PODISTICA AZZURRA NAPOLI"
"NA145","PD RAILWAY SPORTS COOP.A R.L."
"NA159","AES ITALIA ATLETICA NAPOLI"
"NA189","ITACA"
"NA206","A.S.D. POD. 'IL LAGHETTO'"
"NA207","A.S.D. VICTORIA"
"NA220","A.S.D. ECLIPSE"
"NA280","A.S.D. MEDITERRANEO  EVENTI"
"NA325","A. P. D.  HIPPOS CAMPI FLEGREI"
"NA333","ATLETICA STUDENTESCA MARANO"
"NA335","GIANO SSD ARL"
"NA370","ASD CSAAS AMAT. ATL. SORRENTO"
"NA371","ASD G.P. SILMA ATL. CRISTOFARO"
"NA375","A.S.D. R.L. PONTICELLI"
"NA399","POLY RUNNING CAPRI ASD"
"NA400","A.S.D. ATLETICA QUALIANO"
"NA512","A.S.D. AMATORI VESUVIO"
"NA513","A.S.D. MARATHON CLUB STABIAE"
"NA529","ASD G.P. BUDOKAN CLUB PORTICI"
"NA531","A.S.D.MARATH.CLUB IS. D'ISCHIA"
"NA541","A.S.D. ATLETICA VIRGILIANO"
"NA554","A.S.D. ERCO SPORT"
"NA555","A.S.D. RUNNING SAVIANO"
"NA556","A.S.D AMATORI ATL.  FRATTESE"
"NA578","NEAPOLIS MARATHON"
"NA641","A.S.D.MOV.SPORT. BARTOLO LONGO"
"NA753","ASD AMATORI MARATHON FRATTESE"
"NA755","ASD ATLETICA FRATTAMINORE"
"NA845","ASD ATLETICA NOLANA"
"NA852","RUN FOR LOVE PROJ.ANNA CERBONE"
"NA853","ATLETICA  CSI CAMPANIA"
"NA854","ASS. SPORTIVA E CULTURALE ORIO"
"NA856","ASD NAPOLI RUNNING"
"NA858","ASD SORRENTO RUNNERS"
"NA860","ASD KINESIS LAB ATHLETICS"
"NA875","ATLETICA HERCULANEUM ASD"
"NA958","A.S.D. ALL STARS NAPOLI"
"NA961","ATLETICA VOMERO SANKAKU"
"NA965","RUNNING CLUB NAPOLI"
"NA966","VIVATLETICA CICCIANO MARATHON"
"NA968","A.S.D. ATLETICA CERCOLA"
"NA971","A.S.D. RUNNERS CALVIZZANO"
"NA974","A.S.D. FINANZA SPORT CAMPANIA"
"NA977","DIETATLETICA BIO-SOFICA"
"NA982","ATLETICA LEGGERA PORTICI"
"NA983","ATLETICA POSILLIPO"
"NA984","OPLONTI-TRECASE RUN"
"NA985","ATLETICA CENTRO SALUS"
"NA986","A.S.D. ENTERPRISE YOUNG"
"NA987","A.P.D. AENEAS RUN"
"NA988","ATLETICA ARENACCIA"
"NA989","BORN TO RUN"
"NA990","A.P.D CENTRO ATLETICA SALUS"
"NA991","ANTARES FREE RUNNER STABIA"
"NA992","CAIVANO RUNNERS"
"NA993","TERRA DELLO SPORT A.S.D."
"NA994","CRAL NAPOLI 2016"
"NA995","ACADEMY MARANO"
"NA997","ASD NEW ATLETICA AFRAGOLA"
"NA998","ASD PODISTICA FRATTESE"
"NN001","ITALIA"
"NO001","SOCIETA' ATLETICA BELLINZAGO"
"NO002","AMATORI MASTERS NOVARA"
"NO003","ATLETICA OVEST TICINO"
"NO004","A.S.D. G.A.O. OLEGGIO"
"NO007","SI-SPORT S.STEFANO BORGOMANERO"
"NO010","ASD ATLETICA TRECATE"
"NO020","TEAM ATLETICO-MERCURIO NOVARA"
"NO023","G.S. CASTELLANIA - GOZZANO"
"NO037","G.S. FULGOR PRATO SESIA"
"NO042","ATLETICA TRINACRIA"
"NO047","ATLETICA I DUE SOLI"
"NO048","ATLETICA GALLIATE"
"NO049","ATLETICA RUB. F.LLI FRATTINI"
"NO051","AMC"
"NO052","A.S.D. CIRCUITO RUNNING"
"NO053","PODISTICA ARONA"
"NO054","ATLETICA PALZOLA"
"NO055","ATLETICA MARATHON BELLINZAGO"
"NO056","A.S.D. ATLETICA IRIS NOVARA"
"NO058","NOVARA CHE CORRE"
"NO059","TRAIL-RUNNING"
"NO062","NEW RUN T."
"NO066","AREA LIBERA COOP SSD"
"NO068","CUSIOCUP"
"NO069","LUCIANI SPORT TEAM"
"NO072","ASD CLUB SUPERMARATHON ITALIA"
"NO073","ASD RUN FAST"
"NO075","ASD TRECATE RUN"
"NU004","ATL ORROLI MARIANO LEONI"
"NU040","AS DELOGU NUORO"
"NU052","CS FIAMMA MACOMER"
"NU053","POL GONONE DORGALI"
"NU074","GS ATLETICA OGLIASTRA"
"NU081","POL ISILI"
"NU101","POL OLIMPIA BOLOTANA"
"NU106","ATLETICA FONNI"
"NU147","ASD ATLETICA AMATORI NUORO"
"NU149","ATLETICA ORANI"
"NU171","AS ATLETICA MACOMER"
"NU189","ATLETICA DESULO"
"NU190","POLISPORTIVA OTTANA"
"NU204","POLISPORTIVA BARONIA"
"NU233","ASD ATLETICA SPORT E' VITA"
"NU251","ATLETICA MONTE SPADA"
"NU264","NUGORO TRACK AND FIELD"
"NU285","MACOMERUNNERS ASD"
"OR008","ATLETICA AIRONE"
"OR011","RIU MANNU GONNOSTRAMATZA"
"OR020","LIBERTAS TERRALBA"
"OR027","ATL LEGG ARBOREA"
"OR030","ASD ATL ORISTANO"
"OR048","GS PIONIERI MARMILLA MOGORO"
"OR119","GS ATL BAULADU"
"OR138","CENTRO POLISPORTIVO SAMUGHEO"
"OR156","AMATORI TERRALBA"
"OR162","ATL MONTE ARCI MARRUBIU"
"OR172","MARATHON CLUB ORISTANO"
"OR178","POL GUILCER TEAM LA CITTA'"
"OR209","POLISPORTIVA RUNNERS ORISTANO"
"OR225","DINAMICA SARDEGNA"
"OR246","ATLETICA SOLARUSSA"
"OR271","ATLETICA URAS ASD"
"PA001","A.S.D. C.U.S. PALERMO"
"PA004","A.S.D. POL. DELTA PALERMO"
"PA006","A.S.D. POL. E. MOSES S.L"
"PA013","A.S.D. POL. ACSI SIRIO 2000"
"PA015","A.S.D. L'ATLETA PALERMO"
"PA018","G.S. DIL. AMATORI PALERMO"
"PA019","A.S.D. POL. PALME"
"PA020","A.S.D. ARCI XIII DICEMBRE"
"PA021","A.S. DIL. POL. ATL. BAGHERIA"
"PA023","A.S. DIL. ATL.MONDELLO"
"PA026","MUIRGHEAL S.S.D. RESP.LIMITATA"
"PA028","A.S. DILETT. POL.REAL FAVORITA"
"PA029","A.S. DILETT. POL.DECATHLON"
"PA030","A.S.DIL. UNIVERSITAS PA"
"PA033","A.S.D. ESSEBIEMME"
"PA040","G.S.D. SICILIA TRIATHLON"
"PA042","A.S.D. G.S. ATL. PARTINICO"
"PA047","A.S.D.GR.ATL.POL.CASTELBUONESE"
"PA048","A.S. DIL. SORRISO"
"PA050","A.S.D.SPORT NUOVI EVENTI SICIL"
"PA054","ASS. POL. DIL. OLYMPIC ROOKIES"
"PA055","A.S. DILETT. TOMASI JUNIOR"
"PA072","G.S. DIL. VERGINE MARIA PA"
"PA160","A.S.DIL. PALERMO H. 13,30"
"PA171","A.S.D. CLUB ATLETICA PARTINICO"
"PA181","A.S. DIL. P.D.G.M. LIBERTAS PA"
"PA184","A.S. DIL. POL. A.P.B. JUNIOR"
"PA277","A.S.D. POL.WINNERS PALERMO"
"PA278","POL. DILETT. ALL STARS"
"PA290","A.S. DIL. MARATHON ALTOFONTE"
"PA291","A.S.D. POL. KALO'S"
"PA313","ASD TEAM ATLETICA PALERMO"
"PA335","A.S.D. POL. EUROPA CAPACI"
"PA351","A.S. DILETT. A.C.S.TOMASI"
"PA354","A.S. DIL. POL. A.P.B."
"PA359","A.S.D. POL S.C.ORION ALTOFONTE"
"PA382","A.S.D. POL.NAUTILUS PORTICELLO"
"PA388","A.S. DIL. POL. V.S. AIRONI"
"PA420","ASD COM.ORG.MARATONA CITTA PA"
"PA438","A.S. DIL. AMATORE DELTA PA"
"PA439","A.S. DIL. POL.EUROPA JUNIOR"
"PA440","A.S.D. POL. EUROPA MONTELEPRE"
"PA448","A.S.DIL. POL.AIRONI YOUNG"
"PA453","ASD MEDIA@"
"PA472","ASD EQUILIBRA RUNNING TEAM PA"
"PA478","POL. DILETT. PALEXTRA"
"PA500","A.S.D. MONTEMAGGIORE"
"PA507","EKOPOLIS APS ASD"
"PA524","A.S.D. SPORTAMATORI PARTINICO"
"PA592","A.S.D. TRINACRIA PALERMO"
"PA597","A.S. DIL. MARATHON CLUB PA"
"PA616","ASD TERMINI MARATHON E BIKE"
"PA650","A.S.D. G.S. PARTINICO RUNNING"
"PA673","A.S.D. MURIALDO CEFALU"
"PA702","ASD ATLETICA TERMINI IMERESE"
"PA724","ASDP SCUOLA DI ATL. MISILMERI"
"PA730","A.S.D. POLISPORTIVA NADIR"
"PA748","ASD INTERFORZE SEZ. GIOVANILE"
"PA749","ASD SICILIA RUNNING TEAM"
"PA751","AMBROSIANA ASCD"
"PA754","ASD POLIZIA DI STATO PALERMO"
"PA756","ASD AGEX"
"PA757","SICILIAN ATHLETIC SPORT RACE"
"PA759","ASD BIKE RUNNING CALTAVUTURO"
"PA764","CONCA D'ORO S.S.D. A R.L."
"PA766","ASD POLISPORTIVA PEGASO ATHLET"
"PA769","ASD SCUOLA ATLETICA BERRADI 09"
"PA772","ASD PALERMO RUNNING"
"PA780","A.S.D. MARATHON MONREALE"
"PA782","GOOD RACE TEAM"
"PA784","PROMOSPORT CAMPOFELICE DI ROCC"
"PA786","ASD FUORI DAGLI SCHEMI"
"PA789","NOW TEAM A.S.D."
"PC084","ATL. PIACENZA"
"PC085","A.S. ATL. FARNESE"
"PC087","LIBERTAS CADEO"
"PC088","POL. AMICIZIA CAORSO"
"PC230","AMATORI ATL. AGAZZANO BALDINI"
"PC385","ASD PLACENTIA"
"PC422","G.S. DILETTANTISTICO ITALPOSE"
"PC450","ASD ATLETICA SAN NAZZARO"
"PC453","FIORENZUOLA ATLETICA ASD"
"PC461","A.S.D. ATLETICA CINQUE CERCHI"
"PC463","HOLIVER ATHLETICS"
"PC474","3MORI RUNNING TEAM"
"PC541","UP & DOWN PIACENZA NATURAL ASD"
"PD131","G.S. FIAMME ORO PADOVA"
"PD133","RUNNERS PADOVA"
"PD134","ATL. FOREDIL MACCHINE PADOVA"
"PD135","ATLETICA LIBERTAS PADOVA"
"PD137","C.A.S.A. ATLETICA"
"PD139","ATL. LIBERTAS SAN MARTINO"
"PD140","ASSINDUSTRIA SPORT"
"PD141","ATLETICA VIS ABANO"
"PD142","ASSINDUSTRIA SPORT ESTE"
"PD143","C.U.S. PADOVA"
"PD145","G.S. DIL.  'AQUILA'"
"PD146","ATLETICA LIB. S.A.N.P."
"PD149","ROAD SALF ALTOPADOVANA"
"PD150","ASD LAVORATORI INTESA SANPAOLO"
"PD151","ATLETICA ATHLON PADOVA"
"PD152","USMA PADOVA ASD"
"PD153","VIRTUS ESTE"
"PD158","SACCENSE 2000"
"PD159","ATLETICO BASTIA"
"PD161","ATLETICA GALLIERA VENETA"
"PD163","ASD LIB. GS ATL. PIOMBINO DESE"
"PD164","GRUPPO PODISTI MONSELICENSI"
"PD165","ATL. ARZERGRANDE"
"PD185","G.S. GIOVANILE FIAMME ORO PD"
"PD191","ATLETICA CITTA' DI PADOVA"
"PD193","G.P. TURRISTI MONTEGROTTO"
"PD194","CORPO LIBERO ATHLETICS TEAM"
"PD196","SPAK4 PADOVA"
"PD197","CORPO LIBERO SSD ARL"
"PD200","LIMENA RUN ASD"
"PD201","MULTISPORT & FUN ASD"
"PD202","BOOMERANG RUNNERS"
"PD203","1TO1 SPORT ASD"
"PD205","PODISTI MASERA' DI PADOVA"
"PD208","A.S.D. POLISPORTIVA BRENTELLA"
"PD210","#FAISENZADIRE ASD"
"PD212","A.S.D. RUN.DAGI"
"PD213","WLF TEAM SPORT ITALIA"
"PD214","ASD NOVA ATHLETICS PADOVA"
"PE001","ASD U.S. ATERNO PESCARA"
"PE002","ASD AICS HADRIA PESCARA"
"PE030","ASD ATL. CIRO QUARANTA PE"
"PE032","ASD 'VINI FANTINI'"
"PE039","ASD G.P. ANGOLANO"
"PE108","A.S.D. ATLETICA 2000 PESCARA"
"PE111","M. C. MANOPPELLO SOGEDA"
"PE155","A.S.D. FILIPPIDE MONTESILVANO"
"PE158","ASD RUNNING FREE PESCARA"
"PE159","A.S.D. PROJECT ULTRAMAN"
"PE166","ASD UISP ABRUZZO-FARNESE VINI"
"PE173","ASD RUNNERS PESCARA"
"PE174","CORRILABRUZZO"
"PE175","PASSOLOGICO"
"PE176","A.S.D. TOCCO RUNNER"
"PE177","THE HURRICANE S.S.D. A R.L."
"PE178","E' FIT MULTISPORT ASD"
"PE180","ASD RUN LIFE"
"PE181","ASD ATLETICA VAL TAVO"
"PE182","A.S.D. PESCARA MARATHON"
"PE183","ASD ATLETICA VAL PESCARA"
"PE186","ASD CANTERA ATLETICA PESCARA"
"PG003","ASSOCIAZIONE SPORTIVA ATHLON"
"PG004","ATL.LIBERTAS A.R.C.S. PERUGIA"
"PG006","PODISTICA LAMA ASS.DIL."
"PG007","ASAL FOLIGNO"
"PG011","MARATHON CLUB CITTA' DI CASTEL"
"PG014","ATL.CAPANNE PRO LOCO ATHL.TEAM"
"PG016","A.S.A.L.B. BASTIA"
"PG017","G.S. UISPORT AVIS TODI"
"PG018","ATL. ARCS CUS PERUGIA"
"PG020","ATL.CSAIN PERUGIA"
"PG021","ATL.LIB. CITTA' DI CASTELLO"
"PG022","G.S.FILIPPIDE"
"PG023","ATL.TARSINA ASS.DIL"
"PG025","ATL.LIBERTAS PERUGIA"
"PG034","2S ATLETICA SPOLETO"
"PG038","ATLETICA AVIS PERUGIA"
"PG039","A.R.U. OLIMPIA SPOLETO"
"PG063","DREAM RUNNERS PERUGIA"
"PG066","TITANS TEAM NOCERA UMBRA"
"PG067","CDP ATLETICA PERUGIA"
"PG068","ATLETICA UMBERTIDE"
"PG070","ATLETICA WINNER FOLIGNO"
"PG074","A.S.D. OLYMPIC RUNNERS LAMA"
"PG075","GUBBIO RUNNERS"
"PG076","TIFERNO RUNNERS"
"PG077","C.D.P. CIRC.DIP.PERUGINA"
"PG079","ATLETICA IL COLLE ASD"
"PG080","NUOVA ATLETICA SPOLETO"
"PG081","TX FITNESS S.S.D. ARL"
"PG083","PODISTICA AVIS DERUTA"
"PG084","ASSISI RUNNERS ASD"
"PG085","ATLETICA PAKMAN A.S.D"
"PG086","ASD ATLETICA TAINO"
"PG087","L'UNATICI ELLERA CORCIANO ASD"
"PG088","ATLETICA AVIS MAGIONE"
"PG089","A.S.D EDUCARE CON IL MOVIMENTO"
"PG091","ASS. SPORT. DILET. TURRIS"
"PG092","A.S.D. APERDIFIATO"
"PG093","ASD PODISTICA LINO SPAGNOLI"
"PG094","ATLETICA OCCHIO AL TESTIMONE"
"PG095","PIETRALUNGA RUNNERS A.S.D."
"PG096","ASS. POD. DIL. PONTE FELCINO"
"PG098","GRIFO RUNNERS PERUGIA ASD"
"PG102","FREE RUNNERS SAN GIUSTINO ASD"
"PG104","POLISPORTIVA THEMA ENERGIA A.D"
"PG105","ASD MOVING TEAM MARSCIANO"
"PG107","ATHLETIC GRIFO A.S.D."
"PG109","ATLETICA PERUGIA TEAM SSD A RL"
"PG111","ASD YEPA TEAM TERNI"
"PG113","MUD&GLORY ACADEMY"
"PG114","GRIFO RUNNERS YOUNG ASD"
"PG115","A.S.D. AT. LIBERTAS MONTEFALCO"
"PG118","ASD COLLECCHIO"
"PG121","ASD REBEL ATHLETIC CLUB"
"PI046","POL.LA PERLA BRACCIO F.BRACCIO"
"PI055","POLISPORTIVA AURORA"
"PI071","CUS PISA"
"PI074","SOC. ATL. VOLTERRA"
"PI078","POL.TIRRENIA"
"PI081","ATLETICA CASCINA"
"PI083","POL CORSO ITALIA PISA"
"PI085","POL. BUTESE CIRC.1 MAGGIO"
"PI108","ASD MARATHON CLUB PISA"
"PI119","A.S.ATL.SPORT CLUB"
"PI144","ASD PONTEDERA ATLETICA"
"PI242","POD.OSPEDALIERI PISA"
"PI253","G. POD. LE SBARRE"
"PI355","LA GALLA A.S.D."
"PI356","POLISPORTIVA SANGIULIANESE"
"PI366","TEAM CELLFOOD"
"PI373","G.P.ATLETICA VALDARNO INFERIOR"
"PI378","PODISTICA CASTELFRANCHESE"
"PI380","PONSACCO ATLETICA"
"PI396","ASD Q.D.D. ATLETICA MONTI PISA"
"PI412","PISA ROAD RUNNERS CLUB"
"PI418","POLISPORTIVA VALDERA"
"PI433","ATLETICA LA ROCCA LUIGI OCONE"
"PI473","ASD SAN GIULIANO SPORT"
"PI510","GS BELLARIA CAPPUCCINI ASD"
"PN002","LIB SANVITESE A.L. O. DURIGON"
"PN005","POLISPORTIVA MONTEREALE"
"PN019","POL. TRIVIUM SPILIMBERGO"
"PN021","ATLETICA PORDENONE"
"PN024","NUOVA POL. DIL.LIBERTAS SACILE"
"PN025","LIBERTAS CASARSA"
"PN028","POL. LIBERTAS PORCIA"
"PN039","ATL BRUGNERA PN FRIULINTAGLI"
"PN049","POLISPORTIVA AZZANESE"
"PN086","EQUIPE ATHLETIC TEAM"
"PN088","ATLETICA DOLOMITI FRIULANE"
"PN089","ATLETICA VIRTUS AZZANO DECIMO"
"PN098","ATLETICA PORTUS NAONIS"
"PN099","POL. LIBERTAS POLCENIGO"
"PN100","POL. LIBERTAS 25 APRILE SACILE"
"PN500","G. P. LIVENZA SACILE"
"PN502","ATLETICA SAN MARTINO"
"PN520","A.S.D.LEONI SAN MARCO STEVENA'"
"PN522","PODISTI CORDENONS"
"PN523","A.S.D. A.N.B. FIAMME CREMISI"
"PN524","A.S.D.  CARDUCCI PORDENONE"
"PN525","AZZANO RUNNERS"
"PN527","ATLETICA AVIANO"
"PN528","ATLETICA EDILMARKET SANDRIN"
"PN529","MARATONINA PORDENONESE"
"PN530","BLADE RUNNERS MANIAGO"
"PN532","APD VALMEDUNA"
"PN533","MAGREDI MOUNTAIN TRAIL"
"PN534","ATL. LEONE SAN MARCO PORDENONE"
"PN536","CHEI DALA MANDORLA - LESTANS"
"PN537","A.S.D. TRIATHLON TEAM"
"PN539","SPIRITO TRAIL ASD"
"PN541","ASD SCUDERIA SAN MARTINO CORSE"
"PO149","ASD ATLETICA  PRATO"
"PO274","U.S. ROBERTO COLZI"
"PO367","A.S.D.MONTEMURLO MEUCCI TAMARE"
"PO410","ASD PRATO PROMOZIONE"
"PO480","ATLETICA RADIO CENTRO WEB"
"PO495","ASD PODISTICA MEDICEA"
"PR063","G.P. MARCIATORI PARMENSI"
"PR064","G.P. QUADRIFOGLIO"
"PR067","G.S. TOCCALMATTO"
"PR068","C.U.S. PARMA"
"PR073","ATL. AZZURRA PARMA"
"PR074","ASD ATL. SALSOMAGGIORE"
"PR075","ATLETICA FIDENZA ASD"
"PR077","ATLETICA PARMA SPRINT"
"PR079","POL. COOP PARMA 1964 ASD"
"PR099","ATL. BARILLA"
"PR206","ATLETICA MANARA"
"PR246","G.P. PUBBLICA ASS.NZA BUSSETO"
"PR340","FORTI E LIBERI ATLETICA"
"PR396","TRC TRAVERSETOLO RUNNING CLUB"
"PR420","KINO MANA"
"PR431","ATL. GALLERINI"
"PR436","CIRCOLO MINERVA ASD"
"PR439","ATL. BUZZETTI"
"PR440","CENTRO SOCIALE UNIVERSITARIO"
"PR465","PIEDI DI GHISA"
"PR467","POLISPORTIVA TORRILE"
"PR472","ATLETICA GALLERINI"
"PR484","ASD INTERFLUMINA E' PIU' POMI'"
"PR499","CITTADELLA 1592 PARMA"
"PR501","ASD MONTICELLI TERME 1960"
"PR515","A.S.D. 3T"
"PR523","A.S.D. IL CASTELLO"
"PR525","SPORT UNIVERSITY APD"
"PR528","BALLOTTA CAMP"
"PR532","ATLETICAVIVA A.S.D."
"PR556","A.S.D. VENGO LI'"
"PR568","ATLETICA CASONE NOCETO"
"PR611","CRAL CHIESI SSD"
"PT115","PISTOIATLETICA 1983"
"PT117","ATL. MONSUMMANESE"
"PT118","ASD ATLETICA PISTOIA"
"PT120","ATL.PESCIA"
"PT121","ATL.BORGO A BUGGIANO"
"PT123","A.S.D. SILVANO FEDI PISTOIA"
"PT126","ATL MONTECATINI"
"PT155","PODISTICA QUARRATA"
"PT193","ATL.CASALGUIDI M.C.L.ARISTON"
"PT232","G.P. C.A.I. PISTOIA"
"PT333","IL CLUB DEGLI ATLETI QUARRATA"
"PT359","ATLETICA UZZANO"
"PT363","ATLETICA LAMPORECCHIO"
"PT400","AGLIANATLETICA"
"PT430","ATLETICA AGLIANESE 2015"
"PT453","G.S.DILETTANTISTICO RUN...DAGI"
"PT487","MONTECATINI MARATHON ASD"
"PT504","AURORA MONTALE A.S.D."
"PU001","ATLETICA FANO TECHFEM"
"PU002","NUOVA ATL. PANDA PESARO"
