,punti TOT,100Hs_h84-8.50,100Hs_h84-8.50 p,lungo,lungo p,200m,200m p,atleta,link_atleta
337,2182.0,16.58,645.0,5.69,756.0,26.19,781.0,DAL SANTO Giada,https://www.fidal.it/atleta/DAL-SANTO-Giada/eK6Rk5WkcGw%3D
338,2181.0,15.07,832.0,5.28,637.0,27.0,712.0,NOCERINO Letizia,https://www.fidal.it/atleta/NOCERINO-Letizia/drKRk5KjcWs%3D
339,2179.0,15.0,842.0,5.16,603.0,26.74,734.0,PARO Eleonora,https://www.fidal.it/atleta/PARO-Eleonora/eaqRkpiha2g%3D
340,2177.0,16.42,664.0,5.56,717.0,26.01,796.0,CURTO Arianna,https://www.fidal.it/atleta/CURTO-Arianna/dK6RlJqnaGo%3D
341,2177.0,15.62,762.0,5.63,738.0,27.42,677.0,VALLORTIGARA Elena,https://www.fidal.it/atleta/VALLORTIGARA-Elena/eK6RkpKga2U%3D
342,2176.0,15.78,741.0,5.36,660.0,26.25,775.0,BONANNI Valentina,https://www.fidal.it/atleta/BONANNI-Valentina/eKAAARk5WlcWo%3D
343,2175.0,15.04,836.0,5.43,680.0,27.64,659.0,OSAKUE Daisy oyemwenosa,https://www.fidal.it/atleta/OSAKUE-Daisy-oyemwenosa/dK6RlZaoamQ%3D
344,2174.0,15.4,790.0,5.18,609.0,26.26,775.0,BRANDSTETTER Angela,https://www.fidal.it/atleta/BRANDSTETTER-Angela/eK6RkpWkcWY%3D
345,2174.0,15.34,797.0,5.21,617.0,26.43,760.0,RISSO Daria,https://www.fidal.it/atleta/RISSO-Daria/dKyRlJKjbGs%3D
346,2172.0,16.87,611.0,5.79,786.0,26.26,775.0,CAREGNATO Giulia,https://www.fidal.it/atleta/CAREGNATO-Giulia/eK6Rkpqob2Q%3D
347,2171.0,15.28,805.0,5.64,741.0,28.08,625.0,MORGANTI Nadia,https://www.fidal.it/atleta/MORGANTI-Nadia/dqqRkpKnaGw%3D
348,2171.0,15.77,743.0,5.38,665.0,26.39,763.0,CARAMELLO Lisa maria,https://www.fidal.it/atleta/CARAMELLO-Lisa-maria/dq2RlpamamM%3D
349,2170.0,15.29,804.0,5.09,584.0,26.17,782.0,ZAFRANI Francesca,https://www.fidal.it/atleta/ZAFRANI-Francesca/fqmRkpOjaGY%3D
350,2167.0,15.17,819.0,4.24,364.0,23.97,984.0,KABO Fatoumata,https://www.fidal.it/atleta/KABO-Fatoumata/dqqRmJSfa2s%3D
351,2167.0,15.0,842.0,5.64,741.0,28.61,584.0,PEZZOLESI Laura,https://www.fidal.it/atleta/PEZZOLESI-Laura/eqiRk5mfbmo%3D
352,2166.0,14.86,860.0,5.07,578.0,26.81,728.0,GORLANI Francesca,https://www.fidal.it/atleta/GORLANI-Francesca/dayRkpWgaWk%3D
353,2163.0,16.13,698.0,5.57,720.0,26.61,745.0,LIA Maddalena,https://www.fidal.it/atleta/LIA-Maddalena/drKRkpOibGQ%3D
354,2163.0,16.11,701.0,5.43,680.0,26.17,782.0,BELLAVERE Martina,https://www.fidal.it/atleta/BELLAVERE-Martina/iaiRkpmnbGU%3D
355,2162.0,15.13,825.0,5.26,631.0,27.07,706.0,ANTICO Federica,https://www.fidal.it/atleta/ANTICO-Federica/dq2RlpakamU%3D
356,2162.0,15.26,808.0,5.17,606.0,26.57,748.0,EL ALAOUI Imane,https://www.fidal.it/atleta/EL-ALAOUI-Imane/dq6RkpKoaGU%3D
357,2161.0,15.73,748.0,5.58,723.0,27.26,690.0,TESTI Martina,https://www.fidal.it/atleta/TESTI-Martina/eKAAARk5Wlbmk%3D
358,2161.0,14.92,852.0,4.8,506.0,25.93,803.0,CARDELLI Giulia,https://www.fidal.it/atleta/CARDELLI-Giulia/fbGRkpOfaWQ%3D
359,2159.0,15.02,839.0,5.0,559.0,26.42,761.0,ANTINORI Maria lina,https://www.fidal.it/atleta/ANTINORI-Maria-lina/e6iRk5mlb2g%3D
360,2158.0,16.48,657.0,5.74,771.0,26.78,730.0,BERTO Giovanna,https://www.fidal.it/atleta/BERTO-Giovanna/eK2RkpKocGo%3D
361,2158.0,15.59,765.0,5.62,735.0,27.66,658.0,MARCHETTI Erica,https://www.fidal.it/atleta/MARCHETTI-Erica/faAAARkpKgbGY%3D
362,2155.0,14.13,960.0,3.83,270.0,24.59,925.0,BURGER Marie,https://www.fidal.it/atleta/BURGER-Marie/iaiRk5WobmU%3D
363,2155.0,15.52,774.0,5.46,688.0,27.23,693.0,SURIAN Jasmine,https://www.fidal.it/atleta/SURIAN-Jasmine/eKyRkpelbGs%3D
364,2154.0,14.32,934.0,4.54,438.0,26.17,782.0,SOUKHOMAZOV Alessia,https://www.fidal.it/atleta/SOUKHOMAZOV-Alessia/eqyRkpiibGM%3D
365,2153.0,14.63,891.0,4.78,500.0,26.41,762.0,SACCHI Teresa,https://www.fidal.it/atleta/SACCHI-Teresa/eauRk5KibmU%3D
366,2153.0,15.6,764.0,5.35,657.0,26.76,732.0,MAZZOLA Martina,https://www.fidal.it/atleta/MAZZOLA-Martina/fqiRk5qlbWQ%3D
367,2151.0,15.34,797.0,5.14,598.0,26.48,756.0,SALA Alessia,https://www.fidal.it/atleta/SALA-Alessia/dquRk5SmaGc%3D
368,2150.0,16.66,635.0,5.65,744.0,26.3,771.0,DEL PRETE Giorgia,https://www.fidal.it/atleta/DEL-PRETE-Giorgia/f62RkpilcGQ%3D
369,2150.0,14.92,852.0,5.04,570.0,26.81,728.0,NEBULONI Mirea,https://www.fidal.it/atleta/NEBULONI-Mirea/dq2RlpeicGQ%3D
370,2149.0,15.66,756.0,4.8,506.0,25.0,887.0,PERETTI Alessia,https://www.fidal.it/atleta/PERETTI-Alessia/d6iRk5eob2g%3D
371,2149.0,14.23,946.0,4.66,469.0,26.73,734.0,MALAMO Rachel,https://www.fidal.it/atleta/MALAMO-Rachel/f62RkpOkcGg%3D
372,2144.0,16.3,678.0,5.63,738.0,26.81,728.0,RIZZI Margherita,https://www.fidal.it/atleta/RIZZI-Margherita/eKqRkpSgaWc%3D
373,2142.0,15.6,764.0,5.44,683.0,27.2,695.0,DI PAOLA Chiara,https://www.fidal.it/atleta/DI-PAOLA-Chiara/dqqRlpqmaGQ%3D
374,2140.0,15.25,809.0,5.62,735.0,28.45,596.0,CARNIATO Elisa,https://www.fidal.it/atleta/CARNIATO-Elisa/eKiRlJumaWQ%3D
375,2139.0,15.57,768.0,5.22,620.0,26.53,751.0,TIBILETTI Isabella,https://www.fidal.it/atleta/TIBILETTI-Isabella/drKRk5Ona2o%3D
376,2139.0,14.28,939.0,5.3,643.0,28.96,557.0,CANALETTI Bianca maria,https://www.fidal.it/atleta/CANALETTI-Bianca-maria/gaiRk5KmaWY%3D
377,2138.0,15.21,814.0,5.25,628.0,27.19,696.0,LUCHERINI Martina,https://www.fidal.it/atleta/LUCHERINI-Martina/faiSkpWkcGQ%3D
378,2138.0,16.33,674.0,5.63,738.0,26.83,726.0,BIANCHI Eva,https://www.fidal.it/atleta/BIANCHI-Eva/faqRkpKmbmg%3D
379,2137.0,14.51,907.0,4.57,446.0,26.15,784.0,SPADONI Sara,https://www.fidal.it/atleta/SPADONI-Sara/f6uRkpKgbmo%3D
380,2137.0,15.71,750.0,5.22,620.0,26.35,767.0,SEGATTINI Ilaria,https://www.fidal.it/atleta/SEGATTINI-Ilaria/dq2Rk5ifa2c%3D
381,2137.0,15.39,791.0,5.3,643.0,27.11,703.0,DELLA VALLE Alice,https://www.fidal.it/atleta/DELLA-VALLE-Alice/drKRkpuha2U%3D
382,2136.0,15.34,797.0,5.3,643.0,27.19,696.0,D'AVINO Serena,https://www.fidal.it/atleta/D-AVINO-Serena/gK2RkpegaGw%3D
383,2135.0,14.91,854.0,4.89,530.0,26.54,751.0,DE CAPITANI Gemma,https://www.fidal.it/atleta/DE-CAPITANI-Gemma/dquRk5mkbWs%3D
384,2134.0,15.8,739.0,5.41,674.0,26.89,721.0,CERUTI Gaia,https://www.fidal.it/atleta/CERUTI-Gaia/dq2Rlpaia2Y%3D
385,2133.0,13.96,984.0,4.62,459.0,27.26,690.0,BIANCHINI Valentina,https://www.fidal.it/atleta/BIANCHINI-Valentina/f6yRlJaocWg%3D
386,2131.0,15.8,739.0,5.71,762.0,28.01,630.0,PASSERINI Virginia,https://www.fidal.it/atleta/PASSERINI-Virginia/drKRkpqgbmw%3D
387,2131.0,15.68,754.0,4.43,411.0,24.15,966.0,TROIANI Virginia,https://www.fidal.it/atleta/TROIANI-Virginia/drKRkpenbGg%3D
388,2130.0,15.69,753.0,5.24,626.0,26.54,751.0,PODDA Jessica,https://www.fidal.it/atleta/PODDA-Jessica/daiUlpKga2w%3D
389,2129.0,15.27,806.0,4.95,546.0,26.23,777.0,GIRARDI Giovanna,https://www.fidal.it/atleta/GIRARDI-Giovanna/eauRk5KobWs%3D
390,2128.0,16.38,668.0,5.68,753.0,27.06,707.0,CESCO Martina,https://www.fidal.it/atleta/CESCO-Martina/dq2Rkpqha2k%3D
391,2128.0,15.15,822.0,5.06,576.0,26.78,730.0,VINCENZI Sara,https://www.fidal.it/atleta/VINCENZI-Sara/dqqRmJOlb2g%3D
392,2126.0,16.44,661.0,5.69,756.0,27.03,709.0,BOASSO Alice,https://www.fidal.it/atleta/BOASSO-Alice/dKyRlZKmcGo%3D
393,2124.0,14.33,932.0,4.53,436.0,26.48,756.0,DELIGIOS Fabiana,https://www.fidal.it/atleta/DELIGIOS-Fabiana/jKiRlJSmaGw%3D
394,2123.0,15.9,727.0,5.52,706.0,27.27,690.0,MECONI Sara,https://www.fidal.it/atleta/MECONI-Sara/f62RkpSkbms%3D
395,2122.0,15.47,781.0,5.53,709.0,27.99,632.0,CROCE Pamela,https://www.fidal.it/atleta/CROCE-Pamela/d6iRk5ioaWg%3D
396,2121.0,14.87,859.0,4.22,359.0,24.82,903.0,GRESTA Anna,https://www.fidal.it/atleta/GRESTA-Anna/f6yRkpmhaWM%3D
397,2119.0,15.04,836.0,5.08,581.0,27.12,702.0,MICHELOTTI Margherita,https://www.fidal.it/atleta/MICHELOTTI-Margherita/eq2RkpKlamQ%3D
398,2118.0,14.71,880.0,4.44,413.0,25.68,825.0,SIMIONATO Giorgia,https://www.fidal.it/atleta/SIMIONATO-Giorgia/eKyRkpSkaGQ%3D
399,2118.0,16.01,713.0,5.3,643.0,26.41,762.0,MORANDI Arianna,https://www.fidal.it/atleta/MORANDI-Arianna/drKRkpega2w%3D
400,2114.0,15.56,769.0,5.53,709.0,27.94,636.0,CAPPONCELLI Serena,https://www.fidal.it/atleta/CAPPONCELLI-Serena/eqiRlZelaGU%3D
401,2113.0,16.14,697.0,5.4,671.0,26.61,745.0,DI PIETRO Camilla,https://www.fidal.it/atleta/DI-PIETRO-Camilla/f6iRmJefaWY%3D
402,2112.0,16.21,689.0,5.31,645.0,26.22,778.0,ROSATO Marta,https://www.fidal.it/atleta/ROSATO-Marta/dK6RlJugbGo%3D
403,2112.0,15.54,772.0,5.23,623.0,26.94,717.0,PIRCHER Iris,https://www.fidal.it/atleta/PIRCHER-Iris/eKAAARk5embWg%3D
404,2110.0,14.94,850.0,4.56,443.0,25.78,817.0,GERARDI Rachele,https://www.fidal.it/atleta/GERARDI-Rachele/daiUlpSob2U%3D
405,2110.0,16.7,631.0,5.78,783.0,27.19,696.0,PIETROBONI Alice,https://www.fidal.it/atleta/PIETROBONI-Alice/drKRk5Kga2k%3D
406,2109.0,14.68,884.0,4.19,352.0,25.15,873.0,SARTORI Rebecca,https://www.fidal.it/atleta/SARTORI-Rebecca/eK6RkpSjaWw%3D
407,2108.0,15.09,830.0,4.64,464.0,25.81,814.0,ECCA Sofia,https://www.fidal.it/atleta/ECCA-Sofia/dquRk5Wka2Q%3D
408,2108.0,17.6,530.0,5.41,674.0,24.81,904.0,FALDA Helen,https://www.fidal.it/atleta/FALDA-Helen/dK6RlZaoamc%3D
409,2108.0,15.6,764.0,5.31,645.0,27.15,699.0,MAZZINI Eva,https://www.fidal.it/atleta/MAZZINI-Eva/dquRkpalcGk%3D
410,2107.0,15.75,745.0,5.41,674.0,27.29,688.0,GINULFI Giulia,https://www.fidal.it/atleta/GINULFI-Giulia/f62RkpOlb2g%3D
411,2107.0,15.39,791.0,5.21,617.0,27.15,699.0,TOMASELLA Francesca,https://www.fidal.it/atleta/TOMASELLA-Francesca/dKuRk5alaGY%3D
412,2107.0,15.73,748.0,5.25,628.0,26.77,731.0,URSO Daniela,https://www.fidal.it/atleta/URSO-Daniela/hKyRkpKocWY%3D
413,2106.0,16.14,697.0,5.26,631.0,26.22,778.0,ROBERTO Federica,https://www.fidal.it/atleta/ROBERTO-Federica/eqiRlpWoaGk%3D
414,2105.0,16.5,654.0,5.48,694.0,26.47,757.0,PUGLISI Serena,https://www.fidal.it/atleta/PUGLISI-Serena/h6iRlZujcWQ%3D
415,2105.0,15.6,764.0,5.25,628.0,26.98,713.0,RONCORONI Martina michela,https://www.fidal.it/atleta/RONCORONI-Martina-michela/dq2RlJqjbmY%3D
416,2105.0,14.67,886.0,4.56,443.0,26.24,776.0,MARTINI Miriam,https://www.fidal.it/atleta/MARTINI-Miriam/eauRk5KkaGg%3D
417,2105.0,15.2,815.0,5.09,584.0,27.07,706.0,COLLINI Angelica,https://www.fidal.it/atleta/COLLINI-Angelica/eqAAARkpShb2U%3D
418,2105.0,15.87,730.0,5.3,643.0,26.76,732.0,SAUDA Alice,https://www.fidal.it/atleta/SAUDA-Alice/dKAAARk5qha2c%3D
419,2105.0,15.33,799.0,5.49,697.0,28.28,609.0,SCIARRETTA Francesca,https://www.fidal.it/atleta/SCIARRETTA-Francesca/gaqRkpKgbmQ%3D
420,2103.0,14.57,899.0,4.6,454.0,26.55,750.0,ONGOLO Amelie islande,https://www.fidal.it/atleta/ONGOLO-Amelie-islande/f6yRk5WlcGc%3D
421,2102.0,16.21,689.0,5.39,668.0,26.61,745.0,INVERNIZZI Elena,https://www.fidal.it/atleta/INVERNIZZI-Elena/dquRk5mjcWk%3D
422,2101.0,14.84,863.0,4.73,487.0,26.53,751.0,PIATTI Letizia,https://www.fidal.it/atleta/PIATTI-Letizia/dK6RlZeicWQ%3D
423,2100.0,16.33,674.0,5.4,671.0,26.49,755.0,BORGHI Sveva,https://www.fidal.it/atleta/BORGHI-Sveva/fbKRkpSgbWM%3D
424,2099.0,15.45,783.0,5.06,576.0,26.66,740.0,ZAPPA Viola,https://www.fidal.it/atleta/ZAPPA-Viola/drKRkpeicWQ%3D
425,2098.0,17.01,595.0,5.9,819.0,27.34,684.0,MICCO Francesca,https://www.fidal.it/atleta/MICCO-Francesca/gKiRlJihamc%3D
426,2098.0,14.34,931.0,4.76,495.0,27.48,672.0,GRACIANO CEBALLOS Marieli alessandra,https://www.fidal.it/atleta/GRACIANO-CEBALLOS-Marieli-alessandra/daiUlpSjcGk%3D
427,2098.0,16.34,673.0,5.62,735.0,27.27,690.0,TONIOLO Nicoletta,https://www.fidal.it/atleta/TONIOLO-Nicoletta/eKiRlJqfb2w%3D
428,2097.0,15.12,826.0,4.82,511.0,26.43,760.0,TARTURO Adriana,https://www.fidal.it/atleta/TARTURO-Adriana/hKiSmZqkbGs%3D
429,2096.0,15.35,796.0,4.92,538.0,26.41,762.0,PIACENZA Alessia,https://www.fidal.it/atleta/PIACENZA-Alessia/eKAAARkpqkaWU%3D
430,2096.0,15.44,784.0,4.69,477.0,25.57,835.0,ZAINA Veronica,https://www.fidal.it/atleta/ZAINA-Veronica/dq2RmJWiaGw%3D
431,2095.0,17.13,582.0,5.47,691.0,25.72,822.0,CARAVAGGI ESPOSITO Diana,https://www.fidal.it/atleta/CARAVAGGI-ESPOSITO-Diana/iaiRk5OjaWo%3D
432,2095.0,15.89,728.0,5.14,598.0,26.33,769.0,ORTOLANI Martina,https://www.fidal.it/atleta/ORTOLANI-Martina/eK6RkpWfbmU%3D
433,2094.0,16.08,704.0,5.52,706.0,27.34,684.0,RENIERO Linda,https://www.fidal.it/atleta/RENIERO-Linda/eK6RkpekaWc%3D
434,2094.0,15.15,822.0,5.08,581.0,27.25,691.0,JEMAI Sara,https://www.fidal.it/atleta/JEMAI-Sara/dq2Rk5ugbGQ%3D
435,2094.0,14.86,860.0,4.92,538.0,27.19,696.0,GIOVANNINI Irene,https://www.fidal.it/atleta/GIOVANNINI-Irene/eauRkpqja2U%3D
436,2094.0,15.07,832.0,4.92,538.0,26.85,724.0,MICHELETTI Silvia,https://www.fidal.it/atleta/MICHELETTI-Silvia/e6iRk5Ola2U%3D
437,2094.0,15.32,800.0,4.91,535.0,26.44,759.0,SGARZI Alice,https://www.fidal.it/atleta/SGARZI-Alice/dqyRlpqnbmY%3D
438,2094.0,14.8,868.0,4.46,418.0,25.88,808.0,CECOLIN Valeria,https://www.fidal.it/atleta/CECOLIN-Valeria/eayRk5KhbGQ%3D
439,2093.0,15.98,717.0,5.56,717.0,27.64,659.0,CAPITANIO Annie,https://www.fidal.it/atleta/CAPITANIO-Annie/eK6RkpWoa2Y%3D
440,2092.0,15.46,782.0,4.93,540.0,26.31,770.0,ROZZI Giulia,https://www.fidal.it/atleta/ROZZI-Giulia/eK6RkpmjbGk%3D
441,2092.0,15.75,745.0,5.2,614.0,26.75,733.0,MARSEGLIA Martina,https://www.fidal.it/atleta/MARSEGLIA-Martina/hK2RkpShbGQ%3D
442,2092.0,15.69,753.0,5.28,637.0,27.12,702.0,ALDIGHIERI Sofia,https://www.fidal.it/atleta/ALDIGHIERI-Sofia/eKAAARk5iibGc%3D
443,2092.0,15.38,792.0,5.33,651.0,27.77,649.0,DEL BONO Arianna,https://www.fidal.it/atleta/DEL-BONO-Arianna/h62RkpSfbGo%3D
444,2092.0,16.64,638.0,5.67,750.0,27.1,704.0,GAGGINI Alice,https://www.fidal.it/atleta/GAGGINI-Alice/dK6RlpSnamM%3D
445,2091.0,16.02,712.0,5.29,640.0,26.68,739.0,LOMBARDI Silvia,https://www.fidal.it/atleta/LOMBARDI-Silvia/eqiRk5mia2g%3D
446,2090.0,15.21,814.0,4.74,490.0,26.13,786.0,ARU Silvia,https://www.fidal.it/atleta/ARU-Silvia/iKuRkpKma2c%3D
447,2089.0,15.49,778.0,5.49,697.0,28.22,614.0,ABBATE Rebecca,https://www.fidal.it/atleta/ABBATE-Rebecca/dq2RlZefaWg%3D
448,2089.0,15.48,779.0,5.41,674.0,27.94,636.0,ALETTI Cecilia,https://www.fidal.it/atleta/ALETTI-Cecilia/dq2RmJajbWM%3D
449,2087.0,16.21,689.0,5.54,712.0,27.31,686.0,DOVIER Federica,https://www.fidal.it/atleta/DOVIER-Federica/eayRk5SjaWY%3D
450,2087.0,15.51,775.0,5.03,567.0,26.6,745.0,ROFI Anna,https://www.fidal.it/atleta/ROFI-Anna/faqRk5Sobmc%3D
451,2086.0,16.46,659.0,5.73,768.0,27.65,659.0,MARE Amiratou,https://www.fidal.it/atleta/MARE-Amiratou/dquRkpqiaGc%3D
452,2085.0,15.26,808.0,4.7,479.0,25.99,798.0,CASALI Anastasia,https://www.fidal.it/atleta/CASALI-Anastasia/eaqRkpukaWw%3D
453,2084.0,14.78,871.0,4.59,451.0,26.41,762.0,MARCATO Giorgia,https://www.fidal.it/atleta/MARCATO-Giorgia/eayRk5mlbmo%3D
454,2084.0,16.08,704.0,5.18,609.0,26.3,771.0,DEMARZIANI Sara,https://www.fidal.it/atleta/DEMARZIANI-Sara/dqAAARlpugaWw%3D
455,2084.0,15.13,825.0,4.36,393.0,25.23,866.0,DE GENNARO Emma,https://www.fidal.it/atleta/DE-GENNARO-Emma/dqiSl5aocWQ%3D
456,2083.0,14.85,862.0,4.76,495.0,26.83,726.0,NAVA Jessica,https://www.fidal.it/atleta/NAVA-Jessica/dqmRl5qnaWw%3D
457,2083.0,17.26,567.0,5.02,565.0,24.31,951.0,NATALUCCI Valentina,https://www.fidal.it/atleta/NATALUCCI-Valentina/e6iRk5eka2Q%3D
458,2082.0,15.44,784.0,4.85,519.0,26.21,779.0,BEZZORNIA Viviana,https://www.fidal.it/atleta/BEZZORNIA-Viviana/dq2Rk5Omb2o%3D
459,2081.0,15.8,739.0,5.06,576.0,26.36,766.0,STRACCIA Sofia,https://www.fidal.it/atleta/STRACCIA-Sofia/e6qRkpSfaWc%3D
460,2080.0,15.96,719.0,5.25,628.0,26.75,733.0,SOLAGNA Francesca,https://www.fidal.it/atleta/SOLAGNA-Francesca/eKmRlJSmaWw%3D
461,2078.0,14.86,860.0,4.74,490.0,26.81,728.0,GRIGOLATO Valeria,https://www.fidal.it/atleta/GRIGOLATO-Valeria/eqiRlpShcWQ%3D
462,2077.0,15.99,715.0,5.27,634.0,26.81,728.0,DAVOLIO Margherita,https://www.fidal.it/atleta/DAVOLIO-Margherita/erGRkpWnbms%3D
463,2077.0,16.18,692.0,5.45,686.0,27.16,699.0,PAOLETTI Valentina,https://www.fidal.it/atleta/PAOLETTI-Valentina/dKyRlJOjamQ%3D
464,2076.0,14.81,867.0,4.28,374.0,25.57,835.0,DRAGONE Valentina,https://www.fidal.it/atleta/DRAGONE-Valentina/dquRk5Klb2Y%3D
465,2076.0,15.77,743.0,5.25,628.0,27.08,705.0,CALASTRI Altea,https://www.fidal.it/atleta/CALASTRI-Altea/dq2RlpqgcWM%3D
466,2076.0,15.4,790.0,5.26,631.0,27.69,655.0,SPINICCI Sara,https://www.fidal.it/atleta/SPINICCI-Sara/faiRm5miaWM%3D
467,2074.0,15.14,823.0,4.72,485.0,26.36,766.0,PIAZZA Irene,https://www.fidal.it/atleta/PIAZZA-Irene/eKyRkpufbGc%3D
468,2074.0,16.33,674.0,5.34,654.0,26.59,746.0,DE MARZI Laura,https://www.fidal.it/atleta/DE-MARZI-Laura/dq2RlpOjamo%3D
469,2073.0,16.28,680.0,5.25,628.0,26.37,765.0,ROSSETTI Michela,https://www.fidal.it/atleta/ROSSETTI-Michela/e6iRkpigcWo%3D
470,2072.0,16.04,709.0,5.17,606.0,26.46,757.0,PERINI Eleonora,https://www.fidal.it/atleta/PERINI-Eleonora/drKRkpagamg%3D
471,2070.0,15.98,717.0,5.19,612.0,26.65,741.0,LAGO Sara,https://www.fidal.it/atleta/LAGO-Sara/iaiRkpekbGM%3D
472,2070.0,15.3,802.0,5.1,587.0,27.38,681.0,RIVA Elena,https://www.fidal.it/atleta/RIVA-Elena/dquRkpqkb2M%3D
473,2070.0,15.68,754.0,5.26,631.0,27.32,685.0,SARRI Emma,https://www.fidal.it/atleta/SARRI-Emma/fbKRkpOkbGw%3D
474,2069.0,16.54,649.0,5.54,712.0,27.04,708.0,COLOMBO Roberta sara,https://www.fidal.it/atleta/COLOMBO-Roberta-sara/dqiRlJOma2o%3D
475,2068.0,15.87,730.0,5.69,756.0,28.63,582.0,LULE Sara,https://www.fidal.it/atleta/LULE-Sara/faqRk5WoaGw%3D
476,2067.0,16.33,674.0,5.43,680.0,26.99,713.0,BUCALOSSI Marta,https://www.fidal.it/atleta/BUCALOSSI-Marta/faqRkpqncWk%3D
477,2067.0,14.88,858.0,4.62,459.0,26.55,750.0,MUNARI Elisabetta,https://www.fidal.it/atleta/MUNARI-Elisabetta/dKqRkpWna2s%3D
478,2067.0,17.03,593.0,5.57,720.0,26.5,754.0,BORGHESE Cristiana,https://www.fidal.it/atleta/BORGHESE-Cristiana/dKyRk5mocWs%3D
479,2066.0,16.54,649.0,5.47,691.0,26.83,726.0,COPPI Claudia,https://www.fidal.it/atleta/COPPI-Claudia/eqyRkpefbmU%3D
480,2065.0,15.82,736.0,5.33,651.0,27.41,678.0,AROSIO Martina,https://www.fidal.it/atleta/AROSIO-Martina/dq2RkpqnaWw%3D
481,2065.0,16.05,708.0,5.58,723.0,27.96,634.0,SIANI Sahane charlotte,https://www.fidal.it/atleta/SIANI-Sahane-charlotte/jKiRlJWlbWw%3D
482,2062.0,16.09,703.0,5.36,660.0,27.16,699.0,CUCINELLI Michelle,https://www.fidal.it/atleta/CUCINELLI-Michelle/hKqSmZOmamo%3D
483,2061.0,16.52,652.0,5.14,598.0,25.84,811.0,BARLETTA Susanna,https://www.fidal.it/atleta/BARLETTA-Susanna/eqyRkpWjbGs%3D
484,2056.0,16.01,713.0,5.28,637.0,27.07,706.0,AGNOLETTO Arianna,https://www.fidal.it/atleta/AGNOLETTO-Arianna/eauRkpmlbmg%3D
485,2054.0,14.56,901.0,4.67,472.0,27.38,681.0,BOCCARDO Carol,https://www.fidal.it/atleta/BOCCARDO-Carol/dq2Rk5incGg%3D
486,2053.0,16.43,662.0,5.22,620.0,26.3,771.0,COLOSIO Noemi,https://www.fidal.it/atleta/COLOSIO-Noemi/dqqRl5WlaGo%3D
487,2053.0,15.87,730.0,5.35,657.0,27.56,666.0,AGUGIARO Emma,https://www.fidal.it/atleta/AGUGIARO-Emma/eK6RkpKoa2c%3D
488,2053.0,15.7,751.0,5.07,578.0,26.86,724.0,ROCCIA Anna,https://www.fidal.it/atleta/ROCCIA-Anna/dKyRlJqicWw%3D
489,2052.0,16.18,692.0,5.12,592.0,26.34,768.0,CECCHETTI Lucia,https://www.fidal.it/atleta/CECCHETTI-Lucia/eqiRlpSicWc%3D
490,2052.0,15.03,838.0,4.64,464.0,26.55,750.0,CORONA Elena,https://www.fidal.it/atleta/CORONA-Elena/dK6RlZqfbGs%3D
491,2052.0,15.68,754.0,5.38,665.0,27.97,633.0,ARMENIA Martina,https://www.fidal.it/atleta/ARMENIA-Martina/damRkpalbmc%3D
492,2052.0,15.94,722.0,5.02,565.0,26.37,765.0,CARONTI Ilaria,https://www.fidal.it/atleta/CARONTI-Ilaria/dquRk5SncWk%3D
493,2051.0,16.77,623.0,5.52,706.0,26.88,722.0,BOMBARA Federica,https://www.fidal.it/atleta/BOMBARA-Federica/dKuRk5ihcWk%3D
494,2050.0,15.77,743.0,5.55,715.0,28.5,592.0,PAGNONCELLI Elisa,https://www.fidal.it/atleta/PAGNONCELLI-Elisa/dq2RlJKhb2Y%3D
495,2050.0,16.07,706.0,4.97,551.0,26.05,793.0,PILO Rachele,https://www.fidal.it/atleta/PILO-Rachele/iKmRk5Oja2k%3D
496,2050.0,15.5,777.0,4.8,506.0,26.35,767.0,GENTILI Eleonora,https://www.fidal.it/atleta/GENTILI-Eleonora/faqRkpWibWM%3D
497,2046.0,15.87,730.0,5.53,709.0,28.31,607.0,HOFER Julia,https://www.fidal.it/atleta/HOFER-Julia/iaiRkpagaGM%3D
498,2046.0,16.43,662.0,5.44,683.0,27.13,701.0,CASTELLI Rebecca,https://www.fidal.it/atleta/CASTELLI-Rebecca/drKRk5anaGc%3D
499,2044.0,15.48,779.0,4.83,514.0,26.53,751.0,ZANICHELLI Martina,https://www.fidal.it/atleta/ZANICHELLI-Martina/eq6RkpqhcGs%3D
500,2043.0,15.59,765.0,5.36,660.0,28.16,618.0,FRANCESCHINI Arianna,https://www.fidal.it/atleta/FRANCESCHINI-Arianna/eK6RkpOlbmU%3D
501,2042.0,15.46,782.0,4.79,503.0,26.46,757.0,TRINCI Irene,https://www.fidal.it/atleta/TRINCI-Irene/fbGRkpSgamw%3D
502,2041.0,15.72,749.0,5.49,697.0,28.46,595.0,LONGHI Marta,https://www.fidal.it/atleta/LONGHI-Marta/dqiRk5umbWk%3D
503,2041.0,16.38,668.0,5.09,584.0,26.09,789.0,SAMMARITANI Chiara,https://www.fidal.it/atleta/SAMMARITANI-Chiara/jKiRkpSobWo%3D
504,2040.0,16.65,637.0,5.06,576.0,25.66,827.0,BRUCCHIETTI Alessia,https://www.fidal.it/atleta/BRUCCHIETTI-Alessia/f6iRmJOkaWQ%3D
505,2039.0,15.94,722.0,5.1,587.0,26.78,730.0,HOFER Laura,https://www.fidal.it/atleta/HOFER-Laura/iaiRk5enbWU%3D
