punteggio,prestazione,vento,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
627.0,4.26,,PIOLO Carlotta,2006,CF,ANA ATL.FELTRE,5 su- 1,Alpago,2021-09-25,https://www.fidal.it/atleta/PIOLO-Carlotta/eKmRlJiiaWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
627.0,5.6,,D'AGOSTINI Enrico,1994,CM,ANA ATL.FELTRE,1 se- 1,Feltre,2009-07-01,https://www.fidal.it/atleta/D-AGOSTINI-Enrico/eKmRlJSgaGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
627.0,5.6,+0.1,VENDRAME Marco,1995,AM,ANA ATL.FELTRE,15 su- 1,Rovigo,2011-05-08,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
625.0,4.25,+1.9,DE BARBA Elena,2004,AF,ANA ATL.FELTRE,15 se- 1,Treviso,2020-07-26,https://www.fidal.it/atleta/DE-BARBA-Elena/eKmRlJWfcWg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
622.0,5.58,-0.3,D'AGOSTINI Enrico,1994,AM,ANA ATL.FELTRE,10 su- 1,Saronno,2010-06-27,https://www.fidal.it/atleta/D-AGOSTINI-Enrico/eKmRlJSgaGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
622.0,4.24,+0.1,MAHJOUBI Gaia,2004,CF,ANA ATL.FELTRE,17 su- 1,Bassano Del Grappa,2019-05-25,https://www.fidal.it/atleta/MAHJOUBI-Gaia/eKmRlJejamY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
622.0,4.24,+0.1,PAULIN Beatrice,2000,CF,ANA ATL.FELTRE,19 su- 1,Belluno,2014-06-07,https://www.fidal.it/atleta/PAULIN-Beatrice/eKmRlJWjbGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
622.0,4.24,,RAVEANE Giorgia,2002,CF,ANA ATL.FELTRE,5 su- 1,Vallesella Di Cadore,2017-05-13,https://www.fidal.it/atleta/RAVEANE-Giorgia/eKmRlJakbmc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
622.0,5.58,+1.1,AGOSTINETTO Isacco,1999,AM,ANA ATL.FELTRE,16 su- 1,Caprino Veronese,2015-06-28,https://www.fidal.it/atleta/AGOSTINETTO-Isacco/eKyRkpaga2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
622.0,4.24,,RAVEANE Giorgia,2002,CF,ANA ATL.FELTRE,5 su- 1,Vallesella,2017-05-13,https://www.fidal.it/atleta/RAVEANE-Giorgia/eKmRlJakbmc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
620.0,4.23,,FONTANA Stefania,1994,CF,ANA ATL.FELTRE,17 su- 1,Vicenza,2009-06-06,https://www.fidal.it/atleta/FONTANA-Stefania/eKmRlJKob2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
620.0,5.57,,SAADAOUI Omar,2008,CM,ANA ATL.FELTRE,2 su- 1,Agordo,2023-06-24,https://www.fidal.it/atleta/SAADAOUI-Omar/eKmRlJimbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
620.0,4.23,-0.5,RAVEANE Giorgia,2002,AF,ANA ATL.FELTRE,20 su- 1,San Giovanni Lupatoto,2018-04-08,https://www.fidal.it/atleta/RAVEANE-Giorgia/eKmRlJakbmc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
620.0,5.57,+0.0,DE PAOLI Federico,2002,AM,ANA ATL.FELTRE,2 su- 1,San Vito Al Tagliamento,2019-08-31,https://www.fidal.it/atleta/DE-PAOLI-Federico/eKmRlJmfcWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
618.0,4.22,,MARAZZINI Giulia,1998,CF,ANA ATL.FELTRE,16 se- 2,Bassano Del Grappa,2013-06-01,https://www.fidal.it/atleta/MARAZZINI-Giulia/eKmRlJSncWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
618.0,5.56,,TAMBURLIN Piero,1996,CM,ANA ATL.FELTRE,11 su- 1,Belluno,2011-06-05,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
618.0,5.56,,CANOVA Luca,1991,AM,ANA ATL.FELTRE,2 su- 1,Belluno,2007-08-29,https://www.fidal.it/atleta/CANOVA-Luca/eKiRlZKia2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
616.0,4.21,,MAHJOUBI Gaia,2004,CF,ANA ATL.FELTRE,4 se- 1,Agordo,2019-05-12,https://www.fidal.it/atleta/MAHJOUBI-Gaia/eKmRlJejamY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
616.0,5.55,,TAMBURLIN Piero,1996,AM,ANA ATL.FELTRE,1 se- 1,Feltre,2012-04-14,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
614.0,5.54,+2.8,PETITTO Leonardo,2008,AM,ANA ATL.FELTRE,12 se- 1,Caorle,2024-05-26,https://www.fidal.it/atleta/PETITTO-Leonardo/eKmRlJijbmQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
614.0,4.2,,MANTELLATO Monica,2008,CF,ANA ATL.FELTRE,3 su- 1,Agordo,2022-05-21,https://www.fidal.it/atleta/MANTELLATO-Monica/eKmRlJmjamk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
614.0,5.54,+0.1,PETITTO Leonardo,2008,AM,ANA ATL.FELTRE,12 se- 1,Caorle,2024-05-26,https://www.fidal.it/atleta/PETITTO-Leonardo/eKmRlJijbmQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
614.0,4.2,,DAL ZOTTO Benedetta,2005,CF,ANA ATL.FELTRE,5 se- 1,Puos D'alpago,2020-09-26,https://www.fidal.it/atleta/DAL-ZOTTO-Benedetta/eKmRlJiibmg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
614.0,5.54,,TAMBURLIN Piero,1996,CM,ANA ATL.FELTRE,2 se- 1,Longarone,2011-05-20,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
612.0,5.53,,SCOPEL Simone,2006,CM,ANA ATL.FELTRE,3 su- 1,Feltre,2021-06-26,https://www.fidal.it/atleta/SCOPEL-Simone/eKmRlJeocGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
612.0,4.19,,RAVEANE Giorgia,2002,CF,ANA ATL.FELTRE,9 se- 1,Belluno,2017-07-02,https://www.fidal.it/atleta/RAVEANE-Giorgia/eKmRlJakbmc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
612.0,4.19,+1.0,FIAMMENGO Angelica,1995,AF,ANA ATL.FELTRE,16 su- 1,Vicenza,2012-05-27,https://www.fidal.it/atleta/FIAMMENGO-Angelica/eKmRlJSocWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
612.0,4.19,,PARTELI Elena,2000,AF,ANA ATL.FELTRE,3 se- 1,Feltre,2017-10-14,https://www.fidal.it/atleta/PARTELI-Elena/eKmRlJigcWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
610.0,5.52,+0.9,ARGENTA Alessio,2006,AM,ANA ATL.FELTRE,16 su- 1,Caorle,2022-05-22,https://www.fidal.it/atleta/ARGENTA-Alessio/eKmRlJama2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
610.0,5.52,-0.3,FERRIGHETTO Ivan,1995,AM,ANA ATL.FELTRE,17 su- 1,Vicenza,2011-05-22,https://www.fidal.it/atleta/FERRIGHETTO-Ivan/eKmRlJKkaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
608.0,5.51,-0.1,D'AGOSTINI Enrico,1994,AM,ANA ATL.FELTRE,3 su- 1,Feltre,2010-06-19,https://www.fidal.it/atleta/D-AGOSTINI-Enrico/eKmRlJSgaGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
608.0,5.51,+1.5,VELLO Michele,1997,PM,ANA ATL.FELTRE,11 se- 1,Bussolengo,2017-05-07,https://www.fidal.it/atleta/VELLO-Michele/eKmRlJSkb2U%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
606.0,4.16,+2.4,MENEGAZZO Silvia,2007,CF,ANA ATL.FELTRE,13 se- 2,Abano Terme,2021-07-02,https://www.fidal.it/atleta/MENEGAZZO-Silvia/eKmRlJeocGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
606.0,4.16,,COLUSSI Ilary,2006,CF,ANA ATL.FELTRE,3 se- 2,Alpago,2021-05-30,https://www.fidal.it/atleta/COLUSSI-Ilary/eKmRlJeob2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
604.0,5.49,,PETITTO Leonardo,2008,CM,ANA ATL.FELTRE,5 su- 1,Feltre,2023-10-21,https://www.fidal.it/atleta/PETITTO-Leonardo/eKmRlJijbmQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
604.0,4.15,,CORRENT Chiara,1999,CF,ANA ATL.FELTRE,10 se- 1,Belluno,2013-05-11,https://www.fidal.it/atleta/CORRENT-Chiara/eKmRlJWhbGQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
604.0,4.15,,DE BORTOLI Giulia,2004,CF,ANA ATL.FELTRE,8 se- 1,Agordo,2019-06-15,https://www.fidal.it/atleta/DE-BORTOLI-Giulia/eKmRlJWma2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
604.0,4.15,,DAL ZOTTO Benedetta,2005,CF,ANA ATL.FELTRE,7 se- 1,Domegge Di Cadore,2019-04-13,https://www.fidal.it/atleta/DAL-ZOTTO-Benedetta/eKmRlJiibmg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
602.0,5.48,+0.7,SARTORI Tommaso,1995,AM,ANA ATL.FELTRE,18 su- 1,Vicenza,2012-05-27,https://www.fidal.it/atleta/SARTORI-Tommaso/eKmRlJKkaWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
601.0,4.14,,CESA Federica,1993,CF,ANA ATL.FELTRE,4 se- 1,Longarone,2007-05-12,https://www.fidal.it/atleta/CESA-Federica/eKmRlJOmbGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
599.0,5.47,,COSTA Edgard,1999,CM,ANA ATL.FELTRE,1 se- 1,Belluno,2013-05-12,https://www.fidal.it/atleta/COSTA-Edgard/eKmRlJSjbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
599.0,5.47,+2.9,BELLUS Riccardo,2008,CM,ANA ATL.FELTRE,12 se- 2,San Biagio Di Callalta,2023-05-21,https://www.fidal.it/atleta/BELLUS-Riccardo/eKmRlJekamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
599.0,5.47,,PICCOLOTTO Yuri,1996,CM,ANA ATL.FELTRE,13 su- 1,Belluno,2011-06-05,https://www.fidal.it/atleta/PICCOLOTTO-Yuri/eKmRlJSfcWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
599.0,5.47,+0.0,VOICU Ioan alexandru,1997,AM,ANA ATL.FELTRE,12 su- 1,Trento,2014-10-05,https://www.fidal.it/atleta/VOICU-Ioan-alexandru/eKmRlJWicWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
599.0,4.13,+2.5,DAL ZOTTO Benedetta,2005,AF,ANA ATL.FELTRE,23 se- 2,Vicenza,2021-05-09,https://www.fidal.it/atleta/DAL-ZOTTO-Benedetta/eKmRlJiibmg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
597.0,4.12,+0.0,TAMBURLIN Anna,2000,AF,ANA ATL.FELTRE,14 su- 1,Rossano Veneto,2016-09-11,https://www.fidal.it/atleta/TAMBURLIN-Anna/eKmRlJWobGc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
597.0,4.12,,D'ALBERTO Elena,2000,CF,ANA ATL.FELTRE,5 se- 1,Belluno,2014-08-21,https://www.fidal.it/atleta/D-ALBERTO-Elena/eKmRlJSjb2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
597.0,4.12,,PERSICO Elisa,2002,CF,ANA ATL.FELTRE,5 se- 1,Belluno,2016-05-17,https://www.fidal.it/atleta/PERSICO-Elisa/eKmRlJWjcGk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
597.0,4.12,+0.6,CANOVA Aurora,2001,CF,ANA ATL.FELTRE,18 su- 1,Belluno,2015-05-30,https://www.fidal.it/atleta/CANOVA-Aurora/eKmRlJamcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
595.0,5.45,,BELLUS Riccardo,2008,CM,ANA ATL.FELTRE,2 su- 1,Domegge Di Cadore,2023-04-22,https://www.fidal.it/atleta/BELLUS-Riccardo/eKmRlJekamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
595.0,5.45,-0.3,ARGENTA Alessio,2006,AM,ANA ATL.FELTRE,16 su- 1,Modena,2022-04-25,https://www.fidal.it/atleta/ARGENTA-Alessio/eKmRlJama2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
595.0,4.11,,FERRACIN Giulia,2007,CF,ANA ATL.FELTRE,10 su- 1,Feltre,2022-10-01,https://www.fidal.it/atleta/FERRACIN-Giulia/eKmRlJmgbGw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
595.0,4.11,,MAHJOUBI Gaia,2004,CF,ANA ATL.FELTRE,9 se- 1,Valesella,2018-05-19,https://www.fidal.it/atleta/MAHJOUBI-Gaia/eKmRlJejamY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
595.0,5.45,,SOPPELSA Mattia,1994,CM,ANA ATL.FELTRE,1 se- 1,Longarone,2009-05-09,https://www.fidal.it/atleta/SOPPELSA-Mattia/eKmRlJShbms%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
595.0,5.45,+0.3,ARGENTA Alessio,2006,AM,ANA ATL.FELTRE,6 se- 1,Padova,2022-05-15,https://www.fidal.it/atleta/ARGENTA-Alessio/eKmRlJama2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
595.0,4.11,,MAHJOUBI Gaia,2004,CF,ANA ATL.FELTRE,12 se- 1,Valesella,2018-05-05,https://www.fidal.it/atleta/MAHJOUBI-Gaia/eKmRlJejamY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
593.0,4.1,+0.7,DE BARBA Elena,2004,AF,ANA ATL.FELTRE,21 se- 1,Abano Terme,2020-07-31,https://www.fidal.it/atleta/DE-BARBA-Elena/eKmRlJWfcWg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
593.0,4.1,,PIOLO Carlotta,2006,CF,ANA ATL.FELTRE,5 se- 2,Alpago,2021-05-22,https://www.fidal.it/atleta/PIOLO-Carlotta/eKmRlJiiaWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
593.0,4.1,+0.5,FIAMMENGO Giulia,2006,CF,ANA ATL.FELTRE,23 su- 1,Abano Terme,2021-06-19,https://www.fidal.it/atleta/FIAMMENGO-Giulia/eKmRlJmlaWg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
593.0,4.1,+0.2,TAMBURLIN Anna,2000,AF,ANA ATL.FELTRE,16 su- 1,Rosa,2016-09-18,https://www.fidal.it/atleta/TAMBURLIN-Anna/eKmRlJWobGc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
593.0,5.44,,ARGENTA Alessio,2006,AM,ANA ATL.FELTRE,4 su- 1,Venezia,2022-05-18,https://www.fidal.it/atleta/ARGENTA-Alessio/eKmRlJama2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
593.0,5.44,+2.7,ARGENTA Alessio,2006,AM,ANA ATL.FELTRE,8 se- 1,Verona,2022-05-08,https://www.fidal.it/atleta/ARGENTA-Alessio/eKmRlJama2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
593.0,4.1,,PERSICO Elisa,2002,CF,ANA ATL.FELTRE,9 se- 1,Agordo,2016-05-01,https://www.fidal.it/atleta/PERSICO-Elisa/eKmRlJWjcGk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
593.0,4.1,+0.8,STRAPPAZZON Irene,1996,AF,ANA ATL.FELTRE,20 su- 1,Vicenza,2013-05-19,https://www.fidal.it/atleta/STRAPPAZZON-Irene/eK6RkpOhbmk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
591.0,4.09,+0.0,DE BACCO Martina,1991,CF,ANA ATL.FELTRE,18 su- 1,Abano Terme,2005-06-04,https://www.fidal.it/atleta/DE-BACCO-Martina/eKmRlJOgcGk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
591.0,4.09,,SCHENAL Anna,2004,CF,ANA ATL.FELTRE,12 se- 1,Valesella,2018-05-19,https://www.fidal.it/atleta/SCHENAL-Anna/eKmRlJajbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
591.0,4.09,,FACCHIN Alessia,1993,CF,ANA ATL.FELTRE,19 su- 1,Verona,2007-06-02,https://www.fidal.it/atleta/FACCHIN-Alessia/eKmRlJKna2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
589.0,5.42,-0.2,BELLUS Riccardo,2008,AM,ANA ATL.FELTRE,16 su- 1,San Biagio Di Callalta,2024-06-28,https://www.fidal.it/atleta/BELLUS-Riccardo/eKmRlJekamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
587.0,4.07,,COLUSSI Leila,2006,CF,ANA ATL.FELTRE,7 se- 1,Puos D'alpago,2020-09-26,https://www.fidal.it/atleta/COLUSSI-Leila/eKmRlJeob2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
587.0,4.07,+1.5,BELLUS Laila,2010,CF,ANA ATL.FELTRE,22 su- 1,Vittorio Veneto,2024-09-21,https://www.fidal.it/atleta/BELLUS-Laila/eKmRlJiiaWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
587.0,4.07,-0.5,ZANON Gaia,2002,JF,ANA ATL.FELTRE,12 se- 1,Treviso,2020-07-26,https://www.fidal.it/atleta/ZANON-Gaia/eKmRlJilbmM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
585.0,5.4,,TAMBURLIN Piero,1996,CM,ANA ATL.FELTRE,5 se- 1,Belluno,2011-10-15,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
585.0,4.06,+1.0,DE RIZ Chiara,2005,AF,ANA ATL.FELTRE,16 se- 1,Vicenza,2021-05-09,https://www.fidal.it/atleta/DE-RIZ-Chiara/eKmRlJioaWM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
585.0,4.06,,BELLUS Laila,2010,CF,ANA ATL.FELTRE,7 su- 1,Borgo Valbelluna,2024-06-15,https://www.fidal.it/atleta/BELLUS-Laila/eKmRlJiiaWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
583.0,4.05,,CURIC Tea,1995,CF,ANA ATL.FELTRE,6 se- 1,Feltre,2010-05-15,https://www.fidal.it/atleta/CURIC-Tea/eKmRlJSnbmc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
583.0,4.05,,TAMBURLIN Anna,2000,CF,ANA ATL.FELTRE,7 se- 1,Valesella Di Cadore,2014-05-03,https://www.fidal.it/atleta/TAMBURLIN-Anna/eKmRlJWobGc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
583.0,5.39,,BIESUZ Enrico,2002,CM,ANA ATL.FELTRE,4 se- 1,Belluno,2017-07-02,https://www.fidal.it/atleta/BIESUZ-Enrico/eKmRlJSjb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
583.0,4.05,,ZATTA Alessia,1993,CF,ANA ATL.FELTRE,5 se- 1,Belluno,2008-04-12,https://www.fidal.it/atleta/ZATTA-Alessia/eKmRlJOhbWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
583.0,5.39,,SAADAOUI Omar,2008,CM,ANA ATL.FELTRE,3 su- 1,Domegge Di Cadore,2023-04-22,https://www.fidal.it/atleta/SAADAOUI-Omar/eKmRlJimbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
580.0,4.04,,REDETTI Lisa,1993,CF,ANA ATL.FELTRE,6 se- 1,Belluno,2008-04-12,https://www.fidal.it/atleta/REDETTI-Lisa/eKmRlJKlamk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
579.0,5.37,,D'AGOSTINI Enrico,1994,CM,ANA ATL.FELTRE,2 su- 1,Longarone,2008-05-25,https://www.fidal.it/atleta/D-AGOSTINI-Enrico/eKmRlJSgaGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
577.0,5.36,,D'AGOSTINI Enrico,1994,CM,ANA ATL.FELTRE,11 su- 1,Vicenza,2009-06-06,https://www.fidal.it/atleta/D-AGOSTINI-Enrico/eKmRlJSgaGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
576.0,4.02,,SPADA Francesca,2005,CF,ANA ATL.FELTRE,15 su- 1,Vittorio Veneto,2019-04-27,https://www.fidal.it/atleta/SPADA-Francesca/eKmRlJajbmY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
576.0,4.02,,PIOLO Carlotta,2006,CF,ANA ATL.FELTRE,5 se- 2,Domegge Di Cadore,2021-05-15,https://www.fidal.it/atleta/PIOLO-Carlotta/eKmRlJiiaWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
576.0,4.02,+0.8,MALACARNE Veronica,1999,AF,ANA ATL.FELTRE,15 se- 1,Vicenza,2015-05-03,https://www.fidal.it/atleta/MALACARNE-Veronica/eKmRlJWlbmQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
576.0,4.02,,ZATTA Alessia,1993,CF,ANA ATL.FELTRE,3 se- 1,Belluno,2008-10-18,https://www.fidal.it/atleta/ZATTA-Alessia/eKmRlJOhbWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
576.0,4.02,,COLUSSI Leila,2006,CF,ANA ATL.FELTRE,5 se- 1,Alpago,2021-05-22,https://www.fidal.it/atleta/COLUSSI-Leila/eKmRlJeob2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
575.0,5.35,+2.8,TAMBURLIN Piero,1996,AM,ANA ATL.FELTRE,18 su- 1,Abano Terme,2012-05-13,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
574.0,4.01,,CANOVA Aurora,2001,CF,ANA ATL.FELTRE,8 se- 1,Agordo,2015-05-01,https://www.fidal.it/atleta/CANOVA-Aurora/eKmRlJamcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
574.0,4.01,,DE CARLI Alessandra,2001,CF,ANA ATL.FELTRE,7 se- 1,Agordo,2016-10-15,https://www.fidal.it/atleta/DE-CARLI-Alessandra/eKmRlJalbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
574.0,4.01,,BARP Anna asia,2004,CF,ANA ATL.FELTRE,11 se- 1,Agordo,2018-04-21,https://www.fidal.it/atleta/BARP-Anna-asia/eKmRlJekb2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
572.0,4.0,,DE BORTOLI Giulia,2004,CF,ANA ATL.FELTRE,20 su- 1,Agordo,2018-08-29,https://www.fidal.it/atleta/DE-BORTOLI-Giulia/eKmRlJWma2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
570.0,3.99,+0.0,D'ALBERTO Arianna,2000,CF,ANA ATL.FELTRE,20 su- 1,Conegliano,2014-09-14,https://www.fidal.it/atleta/D-ALBERTO-Arianna/eKmRlJWmaGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
570.0,3.99,+2.0,BORDIN Sara,2007,CF,ANA ATL.FELTRE,16 se- 2,Abano Terme,2021-07-02,https://www.fidal.it/atleta/BORDIN-Sara/eKyRk5ufcWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
570.0,3.99,,DE BORTOLI Giulia,2004,CF,ANA ATL.FELTRE,6 se- 1,Pederobba,2019-09-14,https://www.fidal.it/atleta/DE-BORTOLI-Giulia/eKmRlJWma2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
570.0,3.99,,TAMBURLIN Anna,2000,CF,ANA ATL.FELTRE,9 su- 1,Treviso,2014-05-28,https://www.fidal.it/atleta/TAMBURLIN-Anna/eKmRlJWobGc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
570.0,5.33,+1.1,SCOPEL Simone,2006,AM,ANA ATL.FELTRE,12 se- 2,Lana,2022-04-23,https://www.fidal.it/atleta/SCOPEL-Simone/eKmRlJeocGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
570.0,5.33,+1.7,TAMBURLIN Piero,1996,AM,ANA ATL.FELTRE,18 su- 1,Abano Terme,2012-05-13,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
570.0,3.99,+1.2,SPADA Francesca,2005,AF,ANA ATL.FELTRE,13 se- 1,Padova,2021-04-24,https://www.fidal.it/atleta/SPADA-Francesca/eKmRlJajbmY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
570.0,5.33,-2.1,COSTA Edgard,1999,AM,ANA ATL.FELTRE,14 su- 1,Vicenza,2015-05-03,https://www.fidal.it/atleta/COSTA-Edgard/eKmRlJSjbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
568.0,3.98,+0.9,DAL ZOTTO Benedetta,2005,AF,ANA ATL.FELTRE,23 se- 2,Vicenza,2021-05-09,https://www.fidal.it/atleta/DAL-ZOTTO-Benedetta/eKmRlJiibmg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
568.0,3.98,,TAMBURLIN Anna,2000,CF,ANA ATL.FELTRE,9 se- 1,Agordo,2015-05-01,https://www.fidal.it/atleta/TAMBURLIN-Anna/eKmRlJWobGc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
568.0,3.98,,BELLUS Laila,2010,CF,ANA ATL.FELTRE,9 su- 1,Domegge Di Cadore,2024-10-19,https://www.fidal.it/atleta/BELLUS-Laila/eKmRlJiiaWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
568.0,3.98,,BORDIN Sara,2007,CF,ANA ATL.FELTRE,10 se- 1,Domegge Di Cadore,2021-05-15,https://www.fidal.it/atleta/BORDIN-Sara/eKyRk5ufcWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
